Title,Categories,Ambiguous
Venezuelan opposition presidential candidate Gonzalez seeks unity in first rally,['Politics'],False
Venezuela’s barred opposition candidate is now the fiery surrogate of her lesser-known replacement,[],False
Son-in-law of top opponent of Venezuela’s president pleads guilty to US money laundering charges,['Politics'],False
Ex-Venezuelan diplomat ‘never’ considered being president but will launch campaign this month,['Politics'],False
"Venezuela broke its HPV vaccine promises, and there’s barely any sex ed. Experts say it’s a problem",[],False
"Francisco ‘Morochito’ Rodríguez, boxer who won Venezuela’s first Olympic gold medal, dies at 78",[],False
Billionaire Texas oilman inks deal with Venezuela’s state-run oil giant as US sanctions loom,[],False
Venezuela’s president meets with accuser in ongoing criminal probe into human rights abuse,['Politics'],False
Venezuela’s opposition backs unknown former diplomat in latest gambit to unseat Maduro,[],False
Venezuela’s main opposition bloc agrees on candidate to challenge Maduro in presidential election,['Politics'],False
US reimposes oil sanctions on Venezuela as hopes for a fair presidential election fades,['Politics'],False
Venezuela closes its embassy in Ecuador to protest the police raid on the Mexican Embassy there,[],False
Venezuelans living abroad want to vote for president this year but can’t meet absentee requirements,['Politics'],False
Chile will ask Venezuela to extradite citizens suspected of killing an anti-Maduro dissident,['Violence'],False
"Former Venezuelan oil minister is arrested in connection with corruption probe, authorities say",[],False
Retired Venezuelan general who defied Maduro gets over 21 years in US prison,[],False
Guyana condemns Venezuela for signing into law a referendum approving annexation of disputed region,[],False
"Deforestation in Colombia fell to historic lows in 2023, environment minister says",[],False
Colombia cruises past Panama 5-0 in Copa America to advance to the semifinals,[],False
"José Raúl Mulino sworn in as Panama’s new president, promises to stop migration through Darien Gap",['Politics'],False
Colombia dominates Costa Rica 3-0 to reach Copa America quarterfinals,[],False
Panama’s next president wants a deal with US on deporting migrants who cross the perilous Darien Gap,['Politics'],False
"Turkey halts Israeli imports and exports, as Colombia cuts diplomatic ties with Israel - AP explains",[],False
"Body camera video shows police cutting chains, moving furniture at Columbia University",[],False
Colombia’s president says country will break diplomatic relations with Israel over war in Gaza,['Politics'],False
"Colombia captures one of the founders of the Tren de Aragua gang, wanted in Venezuela and Chile",[],False
The collapse of a cable car in Colombia kills 1 person and injures 20,['Violence'],False
Colombia launches talks with rebel group led by fighters who returned to arms after 2016 peace deal,[],False
Single-A Carolina League Glance,[],False
"After nearly 25 years away, Falcao returns home to Colombia to play for Millonarios de Bogotá",[],False
Colombia plans to provide medical treatment to Palestinian children injured in Israel-Hamas war,[],False
"Florida jury finds Chiquita Brands liable for Colombia deaths, must pay $38.3M to family members","['Economics/Money Related', 'Violence']",False
Colombia marks 1st anniversary of rescue of 4 children in the Amazon after their plane crashed,[],False
"Colombia routs sloppy US 5-1 in Copa America warmup, extends unbeaten streak to 22 games",[],False
Colombia will suspend coal exports to Israel over war in Gaza,[],False
"Josh Sargent out for Colombia friendly, could miss Copa America",[],False
Columbia University and a Jewish student agree on a settlement that imposes more safety measures,[],False
"Colombia’s congress votes to ban bullfights, dealing a blow to the centuries-old tradition",[],False
Insurance company Sura withdraws from Colombia’s health system as government pushes for control,['Politics'],False
Colombia’s ex-President Uribe charged with witness tampering in polarizing legal battle,['Politics'],False
Tennessee professor swept away by wave during Brazil study-abroad trip has died,['Violence'],False
Violence intensifies in southwest Colombia as FARC holdout group attacks police and military,[],False
Colombia breaks diplomatic ties with Israel but its military relies on key Israeli-built equipment,[],False
The Latest | Hamas will send a delegation to Cairo to keep up cease-fire talks,[],False
Colombia’s president says country will break diplomatic relations with Israel over war in Gaza,['Politics'],False
Colombia’s president says thousands of grenades and bullets have gone missing from army bases,['Politics'],False
"A Colombian army helicopter has crashed in a rural area of the country’s north, killing 9 soldiers",['Violence'],False
How Columbia University’s complex history with the student protest movement echoes into today,[],False
Columbia protesters say they’re at an impasse with administrators and will continue anti-war camp,[],False
"Columbia’s president, no stranger to complex challenges, walks tightrope on student protests",['Politics'],False
Colombia rolls out new incentives to cut electricity consumption as dry weather persists,[],False
"With graduation near, colleges seek to balance safety and students’ right to protest Gaza war",[],False
Celebrity handbag designer sentenced to 18 months in prison for smuggling crocodile handbags,[],False
"Police arrest dozens of pro-Palestinian protesters at Columbia, including congresswoman’s daughter",[],False
Columbia’s president rebuts claims she has allowed the university to become a hotbed of antisemitism,['Politics'],False
Court Rejects Ex Pak PM Imran Khan's Petition For Weekly WhatsApp Call With Sons,[],False
"Fire Breaks Out At Pakistan Stock Exchange Building, Trading Temporarily Suspended",[],False
Israel Used Protocol That Put Civilians At Risk On October 7: Report,[],False
"14 Killed, 9 Missing After Deadly Floods, Landslides In Nepal",['Violence'],False
Russia Declares Emergency In Some Parts After Ukraine Drone Attack,[],False
"""Bulldozed And Shelled"": Israel's Assault Ravages Gaza's Farming Sector",[],False
"Palestine Karate Champion, Who Escaped Gaza, Forges Future In Egypt",[],False
"China Has Anchored ""Monster Ship"" In South China Sea, Warns Philippines",[],False
Masoud Pezeshkian Set To Become Iran President: What It Means For India,['Politics'],False
China Pledges Support For Tajikistan 'Territorial Integrity',[],False
Did A Robot Really Die By 'Suicide' In South Korea? Experts Probe,[],True
Chinese Tech Firm Showcase New AI Innovations Despite US Sanctions,['Technology'],False
Taiwan Urges China To Avoid Escalation Amid Renewed Military Activity,[],False
"Russian Armour-Piercing Tank Rounds To Be Made In India, Says Moscow Firm",[],False
"Putin, Xi Jinping Rally Against External Influence At Central Asian Summit",[],False
"Japan Railway Unveils Humanoid Robot For Safer, Smarter Rail Maintenance",[],False
"Impostors Raising Funds By Claiming LTTE Chief Is Alive, Says His Family",[],False
Pak Doctor Fired For Performing Two-Finger Test On 10-Year-Old Rape Victim,[],False
Ex Pak PM Imran Khan Seeks Permission From Court To Meet His Sons In Jail,[],False
"Japan Top Court Rules Eugenics Law Unconstitutional, Victims Seek Justice",[],False
"Taliban Told To ""Include Women"" In Public Life At Their First UN Meet",[],False
"Indian-Origin Woman, Charged In Singapore, Allowed To Visit Kerala",[],False
Singapore's Indian-Origin Opposition Leader Retains Key Post In His Party,[],False
Entry Fee Issued For Mount Fuji Hikers Amid New Crowd Control Measures,[],False
"Part Of Tianlong-3 Rocket Crashes In China During Test, Says Space Pioneer",[],False
"North Korean Officials Wear Pins With ""Friendly Father"" Kim Jong Un's Face",[],False
"Video: Israeli Driver Enters Palestine Territory, His Car Is Set On Fire",[],False
"Khamenei Protege, Sole Moderate Neck And Neck In Iran Presidential Race",['Politics'],False
"Russia Should Resume Intermediate, Short-Range Missile Production: Putin",[],False
"Europe Satellite Operator Cancels Ariane 6 Plans, To Go With SpaceX: Report",[],False
"Bangladeshi Runs Business In India with Expired Visa, Court Orders Probe",[],False
Polls Open In Iran For Presidential Elections Post Ebrahim Raisi's Death,"['Politics', 'Violence']",False
South Korea Releases Video Debunking North Korea's Missile Success Claim,[],False
Putin Gifts Kim Jong Un Limousine Made With Imported South Korean Parts,[],False
China's Xi Jinping Urges Global Unity Amid Economic And Security Disputes,[],False
Space Station Astronauts Forced To Shelter After Russian Satellite Breaks Up,[],False
"Bangladesh PM Sends Mangoes, Hilsa Fish, Sweets To Tripura Chief Minister As Gift",[],False
China's Communist Party Expels 2 Former Defence Ministers Over Corruption: Report,[],False
"No Court Relief To Ex Pak PM Imran Khan, Wife In ""Un-Islamic"" Marriage Case: Report",[],False
N Korea Tests Multiple-Warhead Missile Amid Growing Tensions With S Korea,[],False
Climate Change And Thinning Ice Exposes Bodies Of Mountaineers On Everest,[],False
Sri Lanka Seals Debt Deal As It Recovers From 2022 Financial Crash,[],False
Cash-Strapped Pakistan Likely To Privatize National Flag Carrier: Report,[],False
"""Let's Sit Down And Talk"": Shehbaz Sharif Extends Olive Branch To Imran Khan",[],False
Russia Bans Distribution Of 81 EU News Outlets In Retaliatory Step,[],False
"King Charles Welcomes Japan's Emperor Naruhito, Wife For State Visit",[],False
Pakistan To Re-Install Maharaja Ranjit Singh's Statue At Kartarpur Sahib,[],False
Israeli Air Strike Kills 10 Family Members Of Hamas Chief: Gaza Officials,['Violence'],False
"From Village To Glastonbury, Indonesia's All-Girl Metal Band Makes History",[],False
"Bangladesh's Deadliest Executioner, TikTok Star Dies After Prison Release",[],False
Ukrainian President Zelensky Replaces Commander Of Joint Forces,['Politics'],False
18 Chinese Nationals Among 22 Killed In Massive Fire At South Korea Battery Factory,['Violence'],False
"Parasites, Defaced Clothing Found In N Korea Trash Balloons, Claims S Korea",[],False
Russia-North Korea Defence Deal Could Create Friction With China: US Officer,[],False
Tripura Chief Minister Gifts 500 Kg Of Queen Pineapples To Bangladesh PM,[],False
Sri Lanka Arrests 22 Indian Fishermen For Fishing Near Neduntheevu,[],False
"China Could Take Control Of Taiwan Without Firing A Shot, Warns Report",[],False
"Amid Rising China Threat, Taiwan War Games To Mimic Combat As Closely As Possible",[],False
"""Bharat-Bangladesh  Maitri "": S Jaishankar On Sheikh Hasina's India Visit",[],False
"India, Bangladesh Agree On Mega Project To Conserve Teesta River",[],False
Iranians Split On Presidential Vote As Hardships Mount,['Politics'],False
No Afghan 'Reintegration' Without Progress On Rights: UN,[],False
Indonesia Uses Cloud Seeding As Rain Hampers New City's Construction,[],False
Israeli Forces Intensify Assault On Gaza Amid Fierce Hamas Combat,[],False
Armenia Recognises The State Of Palestine Amid Gaza Conflict,[],False
Rohingya Refugees Flee To Bangladesh Amid Escalating Violence In Myanmar,[],False
"US, China Resume Nuclear Talks After 5 Years Amid Taiwan Conflict",[],False
Gaza Food Blogger Turns Social Media Into Lifeline For Displaced Children,[],False
"Russian-American Woman Charged With ""Treason"" For Funding Ukraine Army",[],False
Explained: Health Risks Of Global Heatwave Amid Record High Temperatures,[],False
"For Putin, A Pair Of Dogs As Gift From Kim Jong Un During North Korea Tour",[],False
"After US, Now Canada Puts Iran's Revolutionary Guards On Terror List",[],False
"Putin In Vietnam: Amid Global Sanctions, Russia's Asia Outreach Plan",[],False
"Israeli Army Says ""Hamas Can't Be Eliminated"", Netanyahu Disagrees",[],False
Why Is China Upset By US Lawmakers Meeting Dalai Lama In India?,[],True
"""Dalai Lama Legacy Will Live, You'll Be Gone"": Nancy Pelosi's Xi Jinping Jab",[],False
Taiwan Actively Considering Visa-On-Arrival For Indians,[],False
North Korea And Russia Agree To Come To Each Other's Aid If Attacked,[],False
"Russia Jails US Soldier For Stealing $113 From Girlfriend, Threatening Her",['Economics/Money Related'],False
Red Carpet Welcome And A Hug From Kim Jong Un As Putin Visits N Korea,[],False
"Explained: What Is China's Panda Diplomacy, How It Works",[],False
"""Political Football"": Woman Suing UK Intel Services Denies China Spy Claims",['Sports'],False
"Taiwan's ""Modi Ji Won't Be Intimidated"" Reply As China Objects To India Ties",[],False
"4 Dead, Over A Dozen Missing As China Struggles With Extreme Floods, Heat",[],False
"""Love Wins Over Prejudice"": Thailand First Southeast Nation To Legalise Same-Sex Marriage",[],False
"Philippines Accuses Chinese Ships Of ""Ramming"", Damaging Boats",[],False
"Russia, North Korea To Sign ""Important Documents"" During Putin's Visit: Report",[],False
"5 Dead, 15 Missing Amid Heavy Rainfall In Southern China",[],False
"Putin To Make ""Friendly"" Visit To North Korea On June 18",[],False
South Korea And China To Begin Diplomatic Talks On Korean Peninsula Issues,[],False
Chinese #MeToo Activist Jailed 5 Years For Subversion Charge,[],False
"""Beginning Of War Was Right, But Not Anymore"": Parents Of Israeli Soldiers",[],False
"On Israel's ""Tactical Pause"" In Gaza, Hamas Chief Ismail Haniyeh Says This",[],False
"Russian Prison Siege By ISIS Inmates Ends, Hostages Safe",[],False
"Israel Announces ""Tactical Pause"" In South Gaza To Allow Aid Deliveries",[],False
"Shoes Melted Due To Heat, 52-Year-Old Woman Runs 1,000 Km In 12 Days",[],False
"Ahead Of Polls, Gaza A Test Of Loyalty For UK Muslims Towards Labour Party",[],False
Foreign-Born Giant Pandas Adapt To New Life In China,[],False
"Pakistani Man Forces Minor Daughter To Marry 72-Year-Old, Cops Rescue Bride",[],False
Pak Man Arrested For Selling Sacrificial Goats With Plastic Teeth: Report,[],False
"Rare ""Flesh-Eating Bacteria"" That Can Kill In 2 Days Spreading In Japan",['Violence'],False
"New China Rules Allow Detention Of Foreigners In South China Sea, G7 Reacts",[],False
"Explained: What Is Tsav 9, Hardline Israeli Group Sanctioned By US",[],False
"""He Could End This Today"": US, NATO Slam Putin's Ukraine Peace Demands",[],False
"Putin's Peace Demands ""Offensive To Common Sense"": Ukraine Official",[],False
"India To Send ""High-Level"" Delegation For Ukraine Summit: Zelensky",[],False
Indonesian Minister Warns Of Shutting Down X Over Adult Content,[],False
"Israel Vows To ""Respond With Force"" After Hezbollah Fires Rockets At Army",[],False
"Ukraine, Japan Sign 10-Year Security Agreement, Says Zelensky",[],False
Bangladeshi MP Was Smothered With Pillow After Entering Flat: Report,[],False
Nuclear-Powered Russian Submarine Arrives In Cuba,[],False
"40 Indians Killed, 50 Injured In Kuwait Building Fire, PM Takes Stock",['Violence'],False
"Kim Jong Un Praises ""Invincible"" Ties With Russia Amid Reports Of Putin Visit",[],False
"Japan Man, 89, Uses ChatGPT As ""Mentor"" To Create Apps For Elderly",[],False
"China Announces 1st Astronaut Candidates From Hong Kong, Macau",[],False
Bangkok Pet Market Catches Fire. Kills Hundreds Of Animals,['Violence'],False
Indonesian Comedian Jailed For 7 Months For Blasphemous Joke,[],False
"Thai Elephant Gives Birth To Twins, Then Attacks One Of Them",[],False
"Ex Sri Lankan Troops, Who Left Crisis-Hit Country For Russia, Duped Into Ukraine War",[],False
Singapore Airlines Offers Compensation To Turbulence-Affected Passengers,[],False
"Hamas Orders ""Shoot Hostages"" If Israel Army Advances: Report",[],False
South Korea Fires Warning Shots After North Korean Soldiers Briefly Cross Border,[],False
"""Your Party's Success Reflects..."": Nawaz Sharif Congratulates PM Modi For Third Term",[],False
"""Look Forward To Working Together Closely"": S Jaishankar To Maldives President",['Politics'],False
Pakistan's Shehbaz Sharif Congratulates PM Modi For 3rd Term,[],False
"North Korea vs South Korea: Trash-Filled Balloons, K-Pop On Loudspeakers",[],False
South Korea Resumes Loudspeaker Broadcasts After North's Trash Balloons,[],False
"Russia's Latest Generation Fighter Jet Su-57 Hit For First Time, Claims Ukraine",[],False
"Israeli Woman, Kidnapped By Hamas From Festival, Freed After 245 Days",[],False
"""The Case Is Baseless"": Thai Ex-PM Says Ready To Face Royal Insult Charges",[],False
Indonesian Woman Who Went Missing Found Inside A Python After 3 Days,[],False
Putin's Daughters Make Rare Appearance At Economic Forum In Russia,[],False
Chinese Coast Guard Rams Philippine Vessel Amid Medical Evacuation,[],False
"Ukraine Blocks Major Russian Assault: 5 Missiles, 48 Drones Downed",[],False
UN Chief Condems Myanmar Military's Deadly Attack On Rohingya Civilians,[],False
"""Greatest Generation Ever"": WWII Veterans Shine On D-Day",[],False
Joe Biden Vows Ukraine Will Not Use US Weapons To Strike Russia,[],False
"Pak Government Submits Details, Photos Of Ex-PM Imran Khan's Life In Jail",['Politics'],False
US Soldier Faces Trial In Russia Over Death Threats To Girlfriend: Report,['Violence'],False
"Thailand Warns ""Jurassic World"" Producers Over Filming Impact On Environment",[],False
Watch: China's Highest Waterfall Gets Little Help From A Pipe,[],False
"China Congratulates PM Modi For Poll Win, Says ""Ready To Work""",[],False
"Indonesia's Mount Ibu Volcano Erupts, Spews Ash Clouds",[],False
"Pakistan Ex PM Imran Khan Acquitted Of Leaking State Secrets, Says Court",[],False
Why Has Maldives Banned Israeli Passport Holders? What Happens Now,[],True
South Korea-North Korea Military Deal To Collapse Over Trash Balloons,[],False
China's Lunar Probe Set To Return With Historic Far Side Of Moon Samples,[],False
"Mediators Urge Israel, Hamas To Accept Truce Outlined By US President",['Politics'],False
Reality Of Pakistani Sex Workers vs Netflix's Glittering Tale 'Heeramandi',[],False
North Korea Vows To Stop Sending Trash Balloons Over Border Into South,[],False
"10 Killed, 5 Missing During Heavy Rains Across Sri Lanka",['Violence'],False
"5.9 Magnitude Earthquake Hits Japan, No Tsunami Warning",[],False
5.0 Magnitude Earthquake Strikes Bangladesh,[],False
Maldives To Ban Israelis To Protest Against War In Gaza,[],False
"""Warm Seats, Precision Spray"": Japan's High-Tech Toilets Go Global",['Technology'],False
"After 12 Years, Mahmoud Ahmadinejad Set To Contest Iran Presidential Polls Again",['Politics'],False
Japan Loses Contact With Humanity's Only Active Venus Probe 'Akatsuki',[],False
"Garry Kasparov Faces Criminal Charges In Russia Under ""Foreign Agent"" Law",[],False
"China Ready To ""Forcefully"" Stop Taiwan Independence, Says Defence Minister",[],False
"Russian Polar Scientist, Parliament Veteran Artur Chilingarov Dies At 84",[],False
China's Chang'e-6 Lunar Probe Successfully Lands On Far Side Of Moon,[],False
Pakistan Authorities To Probe Imran Khan Over Controversial X Post,[],False
Japanese Billionaire Yusaku Maezawa Cancels Moon Flyby Mission,[],False
Netanyahu Insists On Eliminating Hamas After Israel Offers Gaza Peace Plan,[],False
"Russia, Ukraine Announce 1st Prisoner Exchange In Nearly 4 Months",[],False
South Korean Tycoon To Pay Ex-wife Pay $1 Billion In Divorce Settlement,['Economics/Money Related'],False
North Korea's Kim Jong Un Oversees Rocket Launcher Test,[],False
14 Found Guilty In Biggest Case Against Hong Kong's Pro-Democracy Protests,[],False
"After Trash-Filled Balloons, North Korea Fires Ballistic Missiles At Seoul",[],False
Panda Diplomacy Is Back: Beijing Sending 2 Bears To Washington's Zoo,[],False
"29 Killed, Over 20 Injured As Bus Plunges Off Road Into Ravine In Pakistan",['Violence'],False
Explained: What Probe Into Turbulence-Hit Singapore Airlines Flight Reveals,[],False
Explained: North Korea's Unusual Criticism Of China's Nuclear Stance,[],False
Iraq's Sinjar Remains In Ruins Even A Decade After ISIS Horrors,[],False
South Korean Etrepreneur Who Is Trying To Enter The Porn Industry,[],False
South Korea's Big Warning Against Trash-Carrying Balloons From North Korea,[],False
"For Afghan Children, Unexploded Mines From 1970s Pose A Daily Threat",[],False
"Nikki Haley Writes ""Finish Them"" On Israeli Bombs Days After Rafah Strike",[],False
"Vladimir Putin Warns Of ""Serious Consequences"" If Western Arms Hit Russia",[],False
US Has No Plans To Change Israel Policy Despite Deadly Strike On Rafah,[],False
"Temperatures Breach 52 Degree Mark In Pakistan's Sindh, Highest This Summer",[],False
"Cyclone Remal Battered Bangladesh For 36 Hours, One Of The Longest Seen",[],False
"Thailand Targets Tourism Boost With Longer Stays For Visitors, Students",[],False
Thailand Activist Musician Sentenced To 4 Years For Insulting Monarchy,[],False
Millions Evacuated In Bangladesh As Cyclone Remal Moves Closer,[],False
"Christian Community In Pakistan Attacked, House Burnt Over Blasphemy Charges",[],False
"""Blatant Provocation To World Order"": Taiwan On China's Two Days Of War Games",[],False
"Pics: Gaza Zookeeper Flees Rafah, Creates Temporary Home For Animals",[],False
"China Sends 1,500 Tonnes Of Tibet Glacier Water To Maldives Again: Report",[],False
Vladimir Putin Ready For Ukraine Ceasefire On Current Frontlines: Report,[],False
China Uses Jets With Live Missiles In Military Drills In Taiwan: Report,[],False
Singapore Airlines Tightens Seatbelt Rules After Fatal Turbulence,[],False
"""Nightmare"": Hundreds Of Foreign Students Leave Kyrgyzstan After Mob Attack",[],False
"Russian Prison Population Dropped By Nearly 60,000 In 2023: Report",[],False
"Taiwanese People, Markets Stay Calm Despite China's ""Punishment"" Drills",[],False
"Pak Man Makes Obscene Videos Of Wife For Dark Web, Arrested: Report",[],False
"Ex Singapore PM's Brother To Pay $296,000 In Defamation Lawsuit",['Economics/Money Related'],False
"Man Kills 8, Injures 1 In Knife Attack In Central China",['Violence'],False
China Conducts Military Drills Around Taiwan To Test Seizure Capability,[],False
"Fliers On Turbulent Singapore Airlines Plane Suffered Brain, Spine Injuries",[],False
"Australian Man Arrested Over Children's Death In ""Horrifying"" Home Fire",['Violence'],False
Senior Papua New Guinea Minister Arrested For Assaulting Woman In Australia,[],False
"Co-Flier Recalls Meeting Indian-Origin Woman Who Died Mid-Flight: ""Her Innocent Face...""",['Violence'],False
McDonald's Australia Adjusts Breakfast Hours Amid Bird Flu Outbreak,[],False
Amazon Seals $1.3 Billion Deal To Build Top-Secret Cloud For Australian Military,['Economics/Money Related'],False
Australian Missing Child's Remains Found After Suspected Crocodile Attack,[],False
Australia Doubles Foreign Student Visa Fee To Tackle Migration,[],False
Meta Warns News Block On Facebook For Australia Over Licensing Fees,[],False
"Free From Prison, Julian Assange Plans To ""Rediscover Life"", Enjoy Freedom",[],False
"Australian PM Hails Assange's Return, Opposition Says He Is ""No Martyr""",[],False
How Australia's Quiet Diplomacy Led WikiLeaks' Julian Assange To Freedom,[],False
Watch: Julian Assange's Tight Hug For Wife As He Returns Home A Free Man,[],False
"""Welcome Development"": Australian PM On Julian Assange's US Plea Deal",[],False
Australia Opens Armed Forces For Non-Citizens Amid Recruitment Shortage,[],False
Order Blocking Elon Musk's X For Australian Church Stabbing Video Lifted,[],False
Glimpses Of Northern Lights After Strongest Solar Storm In 2 Decades,[],False
Explained: How Australia's New Student Visa Rule Change Affects Indians,[],False
2 Brothers From Haryana Arrested For Killing Indian Student In Australia,['Violence'],False
"Bodies Of Murdered Australian, US Surfers Identified In Mexico",[],False
"Bodies In Mexico, Likely Those Of Missing US, Australia Surfers, Found With Bullet Wounds",[],False
"""Radicalised"" Teenager With Knife Shot Dead By Cops In Australia",[],False
"After US, Pro-Palestinian Student Protests Spread To More Countries",[],False
"Australian PM Says Violence Against Women A ""National Crisis""",[],False
"""He Helped Save Lives"": Australia Mourns Pak Guard Killed In Sydney Attack",['Violence'],False
"""Can't Get Out Of Bed"": Ex Australia PM Says He Was ""On Meds"" For Anxiety",[],False
Elon Musk's X Says Australia Bishop Stabbing Posts Don't Promote Violence,[],False
"Over 100 Pilot Whales Stranded On Australian Beach, Likely To Be Euthanised",[],False
"""Need To Show More Respect To Women"": Australian PMs Message For Men, Boys",[],False
"Sydney Stabber Was Psychotic, Schizophrenic, Off Medication: Doctors",[],False
Elon Musk's X Fights Australian Watchdog Over Church Stabbing Posts,[],False
Australia To Give Citizenship To Pakistani Guard Injured In Mall Attack,[],False
"Cops Injured, Vehicles Damaged In Unrest After Church Stabbing In Australia",[],False
"Second Stabbing In Sydney In 3 Days, Attacker Targets Church",[],False
"Sydney Mall Killer Targeted Women, Avoided Men, Cops Say Probe On",['Violence'],False
Dying Mother Handed Over Baby In Sydney Mall Stabbing Rampage,[],False
"6 Killed In Sydney Mall Stabbings, Attacker Shot Dead, Say Police",['Violence'],False
Australian Airline Redirects London Flight To Avoid Iran Airspace Amid Tensions,[],False
This Town In Australia Has Imposed A Curfew On Its Children. Here's Why,[],False
"Australian Man Rescued From Drain Was Hiding, Not Looking For Phone: Cops",[],False
Australia Tightens Student Visa Rules As Migration Hits Record High,[],False
"Video: Australian Woman Performs Yoga, Breaks Into Bakery To Steal Pastry",[],False
Man Dies After Falling Off A Hot Air Balloon In Australia's Melbourne,[],False
Uber To Pay Australian Taxi Drivers $178 Million Compensation. Here's Why,['Economics/Money Related'],False
"Australia Foreign Minister Penny Wong Marries Longtime Partner, Shares Pic",[],False
"Media Baron Rupert Murdoch, 92, To Marry For 5th Time",[],False
"Australia's Beach Named World's Best Despite Deadly Animals, Wild Weather",[],False
Meta To Stop Paying Australian News Media,[],False
'Spy vs Spy': Australian Intel Chief Reveals Foreign Espionage Network,[],False
"Double Murder, Missing TV Host, Killer Cop In Sensational Australia Crime",['Violence'],False
Thousands Of  People Ordered To Evacuate As Bushfire Burns In Australia,[],False
Australian Taekwondo Instructor Arrested For Killing 3 Of Family,['Violence'],False
Indian National Dies In Flooding In Australia's Queensland,[],False
"Powerful Storm Sweeps Through Melbourne, 174,000 Homes Without Power",[],False
"The Latest Country To Give Right To Ignore Calls, Emails After Hours",[],False
Explained: What Is China's Suspended Death Penalty For Australian Blogger,['Violence'],False
China Says Australian Dissident Given Suspended Death Sentence,['Violence'],False
"IMF Raises 2024 Global Forecast, India Continues To Remain In Bright Spot",[],False
"Australian News Channel Apologises To MP For Editing Body, Outfit In Pic",[],False
"Shark Attacks Woman Swimming At Australia Beach, Mauls Her Leg",[],False
What Is 'Golden Visa' Scheme For Super-Rich That Australia Has Scraped?,[],True
H&M Accused Of Sexualising Children In New Ad: All You Need To Know,[],False
"721-Foot Ram Temple, World's Tallest, To Be Constructed In Perth",[],False
"Australian Woman, 62, Wins Legal Battle To Take Dead Husband's Sperm",[],False
"On His Last Day In Canberra, Indian Envoy Plays Tennis With Australian PM",[],False
Sharks Kills 15-Year-Old Surfing At Remote Spot In Southern Australia,['Violence'],False
Over 120 Kg 'Cocaine Bricks' Wash Up On Australia Beaches Over Christmas,[],False
"In First Such Verdict, Australia Finds Melbourne Man Guilty Of Working For China",[],False
Sydney's Air Quality On Par With Delhi After Rare Smog From Bushfires,[],False
"""Australia's Worst Female Serial Killer"" Acquitted Of Killing Her 4 Babies",['Violence'],False
"Australia Tightens Visa Rules: Focus On English Scores, Extended Stay",[],False
Indian Man Dies In Australia Car Crash; Wife Appeals For Help,[],False
"Australian Man, 25, Fighting For Life After Being Buried Alive On Beach",[],False
Indian-Origin Dave Sharma Sworn In As Australian Senator,[],False
Australian Cop Charged For Tasering 95-Year-Old Dementia Patient Who Died,['Violence'],False
Australia Sacks Powerful Officer Over Leaked WhatsApp Messages,[],False
"Consulate Expansion, Direct Flights, University Campus: Many Firsts In India-Australia Ties",[],False
"""Stop Making Reckless Charges"": China To Australia Over Naval Sonar Claim",[],False
"India, Australia Hold 2+2 Dialogue To Deepen Defence, Strategic Ties",[],False
"""Unsafe, Unprofessional"": Australia PM After China Warship Injures Navy Diver",[],False
Australian Foreign Minister Penny Wong In Delhi For 2+2 Ministerial Dialogue,[],False
Ex-MasterChef Australia Contestant Paul Frost Jailed For 24 Years For Sexually Abusing Children,[],False
"""Go Home Indian"" - Sikh Restaurateur Targeted In Australia: Report",[],False
"Australia Flags Threat From State-Backed Hackers, Singles Out 2 Countries",[],False
"Over 10 Million Australians Lose Internet, Phone Services In Major Telecom Outage",[],False
"China, Australia Can Become ""Trusting"" Partners: Xi Jinping",[],False
"Australia PM Anthony Albanese Sees ""Promising Signs"" Of Better China Ties",[],False
Ex-Indian Envoy Asked To Pay Compensation To Former Domestic Help: Report,[],False
"Australia PM Anthony Albanese Seeks Dialogue, Cooperation During ""Positive"" China Visit",[],False
3 Killed After Plane Crashes While Fighting Bushfire In Australia,['Violence'],False
Dramatic Video Shows Woman Running Onto Tarmac To Catch Her Flight In Australia,[],False
"""Left To Die"", Sons Of Australian Jailed In China Push For Father's Release",[],False
"""Shark Had His..."" Says Witness, Search On For Surfer's Body: Australia",[],False
US Woman Found Dead Three Days After Being Arrested For 911 Calls,[],False
"Thousands Of Wild Horses To Be Shot In Australia, Here's Why",[],False
Video: Terrifying Moment When Australian Surfer Collides With Whale,[],False
Carnival Australia Misled About Covid Risks In Cruise: Australian Court,[],False
Microsoft Announces $3.2 Billion Investment In Australia,['Economics/Money Related'],False
"Australia PM To Get Gala Biden Welcome With China, Ukraine Talks On Menu",[],False
Microsoft To Spend $3.2 Billion On Major AI Expansions In Australia,['Economics/Money Related'],False
"Musk's X Fined $3,86,000 Over Lack Of Information On Child Abuse Content",['Economics/Money Related'],False
What Is Australia's Indigenous Rights Referendum Vote? 5 Things To Know,[],True
Meet Australia's 'Cardboard King' Trump Is Accused Of Spilling US Nuke Secrets To,[],False
Bushfires Spread In Parts Of Australia Amid Spring Heatwave,[],False
Australia Reels Under Sweltering Heat Amid Bushfire Threats,[],False
"1 Killed, 1 Injured After Whale Strikes Boat Off Australia",['Violence'],False
Scientists Discover 8th 'Continent' That Had Been Missing For 375 Years,[],False
"British Crocodile Expert Raped Dozens of Dogs, Filmed Act In ""Torture Room""",[],False
Missing 2-Year-Old Girl In US Found Asleep In Remote Area Using Family Dog As Pillow,[],False
